id,name
00F0853763434C5D8F2F80E5D9128F5E,新石器时代大汶口文化红陶罐
00F4EF4F56914E30A7085BCEE83F9ED5,新石器时代大汶口文化红褐色陶杯
00F90777A0314ED2A97BAC8C5BC0C729,新石器时代大汶口文化夹砂红褐陶背壶
00e4908e187240b78f65cbce90b77c3f,新石器时代大汶口文化陶尊
010B0CF784364384873E84C4764A4CE1,新石器时代龙山文化陶纺轮
01111202000F45C397F05D6B7BE2A86A,新石器时代黑陶杯
0119e0e64eda4a33bc0292e48899b645,新石器时代灰陶杯
01210ea5cbb14a6ea6de870299758873,新石器时代龙山文化黑陶觯
012A682346174A559897C20F8B13060A,新石器时代大汶口文化夹砂陶鼎
01586BB60581474AA9A8B255016B6D18,新石器时代大汶口文化陶器盖
0183D1F609FE4ADAAA911140EC392E0C,新石器时代龙山文化灰褐陶单耳杯
01CFEFB496354A0E8992455F3F2D11D4,新石器时代大汶口文化红陶壶
01FA9E76EE3B48D19173D6404FA691AF,新石器时代龙山文化筒形杯
0200d6268eb649828a14ee6ea85c18e7,新石器时代灰褐色陶甗（残）
02132918176B4086B4C340EC8F69076A,新石器时代大汶口文化夹砂陶鼎
0218396010154A6C98D356159A91C853,新石器时代大汶口文化夹砂红褐陶罐
023D0C33A968456BAD0FBF5E6C131699,新石器时代北辛文化夹砂红陶釜残片
0256EA8CDC14471A8E39B726A7B5F908,新石器时代大汶口文化红陶壶
026D8EA0A26A401086D8F4E2B6E5E5F1,新石器时代夹砂黑陶碗
026F347FE4CF42EABABE3F73337F611D,新石器时代大汶口文化灰褐陶鼎
0290FD96BAE8479CAA4E8689DA139D7F,新石器时代龙山文化黑陶鼎
02C11F48AF2D4AAE94D9CB4C2108FA9F,新石器时代大汶口文化红褐陶器盖
02C21DCB8C8040E7A3AD6BFA6CEACDB5,新石器时代大汶口文化陶瓶
02C6117A31454218BCC838F11DF527B3,新石器时代大汶口文化夹砂黑衣灰陶瓶
02D22DF4B1424B36A00B2205EF767AC6,新石器时代大汶口文化灰陶高柄杯
0302BD339A02428C97A35FEE2CC5330A,新石器时代大汶口文化黑衣褐陶瓶
030437411B5949EBBF6ED7D204659B5E,新石器时代大汶口文化红陶壶
03136525EDF447EABD3835CE178E86FE,新石器时代大汶口文化 黑陶镂孔高柄杯
031381F753AB407EA6EF7BF1ADCB7444,新石器时代大汶口文化夹砂陶鼎
0316BE55BDCE4BB98E7FE3732AF31521,新石器时代龙山文化双耳陶壶
03176CDC00B24AA785694F3DD4317EAC,新石器时代龙山文化灰陶罐
031CB519FDE542209A8B1FC836229944,新石器时代大汶口文化夹砂灰陶高柄杯
036D98D2D9A8494CA8992270AC8B9E95,新石器时代龙山文化黑灰陶器
038F17B580BB461093F4D92CB2DE11A9,新石器时代大汶口文化灰陶罐
039C3CF150864F6DB9DC97BCDC121682,新石器时代大汶口文化红陶壶
039CEC24383E46268E1A0A92C938CF8E,新石器时代大汶口文化陶支座
039F715AA04D4B4D9967374251602779,新石器时代褐陶分档残鬶足
03B9CFBE0B394FD3AE34F0415AFD963B,新石器时代大汶口文化红陶钵
03F4976A78064CE9A11056383E32A56F,新石器时代大汶口文化黑衣褐陶瓶
040C4D2240014626803EF26FB4B7AB5E,新石器时代大汶口文化灰陶环
040FAC774DB944AFBEC52BC8D193E166,新石器时代大汶口黑陶镂空高柄杯
04136B1F95D54F12969DBFE1108B2325,新石器时代龙山文化鸟足灰陶鼎
0422EA0116B84FAABD7383B9DA277ED4,新石器时代龙山文化陶鬲
0428d0faa1af43e6a6889bcaf66cd02a,新石器时代龙山文化黑陶单耳杯
042A4085F0754DBF88C69650B838BEC5,新石器时代大汶口文化红陶鬶
042AA88F07A143538F3C49FDB0ED9315,新石器时代大汶口文化夹砂灰褐陶高柄杯
042C814B6861417ABE00BD55776D7CFC,新石器时代大汶口文化云雷纹彩陶盒
042aa01e188b442182b9d6eb231d7fbd,新石器时代大汶口文化泥质黑陶壶
042e8c0bca464250930886f4df102fe1,新石器时代龙山文化蛋壳黑陶杯
044712A4CE6D4336AB1FE4342C64F597,新石器时代灰陶罐
046D427F52A44D9D848B9FB444EB7EEF,新石器时代夹砂灰陶碗
047FCCC53372457DBA203C7890AFC4C9,新石器时代大汶口文化夹砂红褐陶罐
04810505F6B14D25AAA6EA49BD6434BF,新石器时代龙山文化黑陶壶
048F496BE5B2451E991DA7291DD773ED,新石器时代龙山文化夹细砂红陶球
04A1B6CD6B104E97AC75E39A8AAD7033,新石器时代大汶口文化灰陶镂孔高柄杯
04B71DDA6DBB438AB5700006F335483D,新石器时代龙山文化红褐陶罐形鼎
04C290D858174355BF95CED930B8263F,新石器时代大汶口文化夹砂灰陶器盖
04C427D706864BBC910A6A00EE549996,新石器时代龙山文化褐陶小盆
04CC614F04AE4CFEB29E7B3D53126406,新石器时代大汶口文化夹砂灰褐陶箅子
04cd6cc18c6c4342ae5e64e1b11aa8cd,新石器时代龙山文化灰陶鼎
050219EB577C4066A94ED1764E468731,新石器时代大汶口文化夹砂红褐陶瓶
05104BFC85E74FABA7EE1C57851D4B89,新石器时代大汶口文化灰陶盉
0514165805A64855B03188491BD1AC20,新石器时代大汶口文化夹砂灰陶镂孔高柄豆
0518FF583621429184EDF1FBA3163CDD,新石器时代大汶口文化红陶鬶
0520CEE0CED54859BB3BC890F1AD3904,新石器时代龙山文化磨光黑陶罐
0546e5149a394d93a70f0cb817d1e036,新石器时代龙山文化黑陶罍
0585b5228bcd4009a874a4e549d26f66,新石器时代龙山文化黑陶杯
0595CB755D3C484E802D087399507D11,新石器时代大汶口文化彩绘红陶双耳壶
059E620E44EF43FD919FEE787631AF06,新石器时代龙山文化陶盒
05DB882C6E1F4EDEB109D59B18770767,新石器时代大汶口文化灰陶盆
05E09A832D074F27AC251D37A337B9E7,新石器时代大汶口文化灰陶豆
05EB474CCFC646D6A4B7184EB047DA09,新石器时代大汶口文化灰陶环
060141DB40E54BD081C0551DEE0DD445,新石器时代大汶口文化红陶鼎
060D1DCF727446EABCC62996C9357A29,新石器时代大汶口文化白陶器
06237F4668E34CD39E21B633E1ABC10B,新石器时代大汶口文化黑衣镂孔高柄陶豆
0629A255A2324A3E9E441B56C7FCA6BF,新石器时代龙山文化夹砂黑衣褐陶器盖
062F5D2DF3104CC3AF0207006FEBD4A7,新石器时代大汶口文化陶豆
063f04237365413588b166fadfa28e1c,新石器时代大汶口文化刻陶文“钺”“拍”灰陶尊
0647e01bc8e34a8aa593147a56211416,新石器时代龙山文化红陶鼎
0656B516E46948C39F07DD9625B426D3,新石器时代大汶口文化灰陶筒形杯
0663DA4575704F62B5FF338151825749,新石器时代大汶口文化夹砂褐陶器盖
066A987023CE4678AB1D198FA88E7FD4,新石器时代大汶口文化灰陶筒形杯
06740c28cb8d4e83960cf67ed80ffcb0,新石器时代大汶口文化红陶钵
06770a6a70cc4436b722edd447a41ad8,新石器时代大汶口文化黑陶鼎
067AAE4E656F4F29B13583F33AD80EFD,新石器时代大汶口文化红褐陶鼎
069D08952F8B497E886427F1829F98AA,新石器时代大汶口文化红褐陶高柄杯
069F122FA8A941BE9AE14352586A5C24,新石器时代大汶口文化黑陶高柄杯
06BA5AD171BD4A568D935703393544D7,新石器时代龙山文化双耳褐陶器盖
06EC298BB0964D4D80DF9E1BE1E89A2B,新石器时代大汶口文化灰陶环（残）
06F472027D6648F38DC19191BF3F9AB5,新石器时代大汶口文化镂孔陶豆
06b6eb96528a4fe68887b0658eeaaf78,新石器时代龙山文化陶鬶
0706381701a34e0ca5ff8bc75a9428a9,新石器时代大汶口文化彩陶漩涡纹单耳杯
07077008C1F64EC7913FA59218147FDB,新石器时代龙山文化灰陶鼎
07081541F305411A8C24DC6988A434C7,新石器时代大汶口文化灰陶圈足豆
070F45C31722448588FC2E83844CD3B8,新石器时代大汶口文化红褐陶壶
071A094B0FB44DDDBB5721591B671B7E,新石器时代大汶口文化陶鼎
071FBE85DD434710BC3AA6143C9477E0,新石器时代大汶口文化陶豆
0724D1BCCDEE41789FC6E1FE6B25E2FC,新石器时代大汶口文化红陶鬶
0727C57EBD1D43E0B09671EFA16CEB4C,新石器时代大汶口文化红陶筒形杯
075555A62601461B800E3FCB0CF3FE66,新石器时代大汶口文化灰陶盆
075E9E4DA3C7471B8BA742E2CA4D247A,新石器时代龙山文化黑陶罐
075FAC7991ED43D28115E81975FC3AF2,新石器时代龙山文化陶钵
07654A765DAD47B6BBAE40D12636CA7C,新石器时代大汶口文化红陶双耳折腹鼎
0772FBC6E1D845C5890FF7DFCA5FBE95,新石器时代大汶口文化褐陶高柄杯
077336342A48499CA08E7E69F6762055,新石器时代龙山文化黑灰陶器
0779789E9250403F8A93304A9F2D7E4C,新石器时代大汶口文化灰陶罐
077BC72188614CACA0BDE2791E29D5BD,新石器时代大汶口文化夹砂灰褐陶高柄杯
0792E209A7914EFCB08A6490F3C8A2BF,新石器时代夹砂陶鼎
07B159081F1E47A08B56F8F3CC171868,新石器时代龙山文化灰陶罐
07B4E33E65EA4DA2B51A0B572D0E6DEC,新石器时代大汶口文化灰陶筒形杯
07B842B5392640619CFB719453B2FFB7,新石器时代大汶口文化灰陶筒形杯
07B98EA6A233413599222081868AD00D,新石器时代龙山文化灰陶罐
07BB0ED3CA63484C9E60F4E17BCA116E,新石器时代大汶口文化灰陶器盖
07CC5DED5B4441F4812D10E873596226,新石器时代夹砂灰陶罐
07DAA7228B6643989BAB6F9807B533D4,新石器时代大汶口文化夹砂褐陶豆
07F66352AC1E4B369C77B971C7F5098C,新石器时代大汶口文化黑陶背壶
07b866fcbb5547bd80a464f74fa0fbc0,新石器时代龙山文化黑陶壶
080647CB24DA4C8783EC62742E2B60FE,新石器时代龙山文化灰陶鼎
0806D214B6314CC887C471C6F6565310,新石器时代褐陶罐
080B3E145DC3460584E5C2E927105164,新石器时代龙山文化黑灰陶器
0830728D1C4B42ECAB335872D1676432,新石器时代大汶口文化红陶尊
08374F25DAD6420DB6E1300E2AD056C8,新石器时代大汶口文化黑衣褐陶瓮
083E39BE8E55408DB848F3770E541BE2,新石器时代大汶口文化夹砂红陶鼎
08421A5761FD44EF90DD20D46C435321,新石器时代龙山文化陶纺轮
0849950AF1924C4DB3E1905073AC33E7,新石器时代龙山文化黑陶罐
084f7fb53c70404d968dac62dcdf8cb7,新石器时代龙山文化鸟喙足灰陶罐形鼎
085048143FF64BFE874251C3053CC1E8,新石器时代大汶口文化灰陶罐
0851018ACB3D45FC81A39B33B586BAE7,新石器时代大汶口文化夹砂红褐陶筒形杯
085578ED7FE04B70869BA1E24FEB8EB1,新石器时代大汶口文化红陶壶
0856e42e089242f7a1f39762af355fde,新石器时代黑陶壶
085E83D732784C9F935AA4082DED1137,新石器时代大汶口文化灰陶双耳罐
0871BBE46EC7427EAE26AB4479ACC5BB,新石器时代龙山文化灰陶罐
08CA1B457387429FA54C660050539B32,新石器时代大汶口文化红陶双耳壶
08EBD8FE41BA4E37967DE2C73A3DBFFB,新石器时代大汶口文化彩陶盉
08EE1702BF8C4495B3C9A643A7CD5FC0,新石器时代大汶口文化彩陶双耳壶
08ee715ec0aa4cafa1e60b59718e4aa1,新石器时代龙山文化黑陶器盖
08fb4aa79f884e46a510619894361cf7,新石器时代龙山文化泥质黑陶蛋壳镂孔高柄杯
08fc259c29e64d49b37a653b0a17e1c7,新石器时代龙山文化泥质黑陶蛋壳镂孔高柄杯
09053083EC594D80BF074EBF18C9994B,新石器时代大汶口文化附加堆纹夹砂红陶三足鼎
09122F2485FB463E9CD6BF3F4C454DCB,新石器时代陶纺轮
092115335F864413A639A634EC47E9CE,新石器时代大汶口文化灰陶镂孔高柄豆
0947603B7C1A47FEB65442146758AD70,新石器时代夹砂褐陶碗（残）
095CF4A0B0164F2592F66B90E142D3FE,新石器时代龙山文化红陶尊
095F0098BC704C9A9384D7FB54CA91B6,新石器时代大汶口文化夹砂灰陶罐
0961ACD546204D10AFF12F8FE4750774,新石器时代大汶口文化红陶壶
0963CA91C21447539EBED82F62901CE5,新石器时代大汶口文化夹砂灰陶罐
09662EB7F9D54BF0BBC8B9F426BDC0E0,新石器时代大汶口文化红陶双耳壶
096c1dcf8ec848c6ab199b20d63cabdc,新石器时代龙山文化黑陶三足盆
0973592EC7214E4AB19CC546F96EC5A1,新石器时代龙山文化白陶鬶
099005B2FAEE4CE5BBA96FD4CAC80663,新石器时代红陶井（残）
099A0C1FBBD945BF8302448F6A52C9E1,新石器时代大汶口文化灰陶壶
09AB673F81644B71A696D4A3D57C410A,新石器时代夹砂黑陶罐
09D3AEFB448F4E2E9E2E5CC15F5E2BB0,新石器时代大汶口文化灰褐陶纺轮
09D62C0148F7408D8615F8E4F275B487,新石器时代龙山文化黑陶单耳杯
09DE12878EE24812A45E21CC27F0DC3B,新石器时代大汶口文化灰陶环
09F18B31E90D4BBE836027DBCE84392F,新石器时代马家窑文化双耳彩陶罐
09F41FB399424663BA3CFF2FFF5139C1,新石器时代大汶口文化灰陶背壶
0A078F13AB35498A8A2AA7FBE9FC7D1D,新石器时代大汶口文化夹砂陶鼎
0A5EB8C297FA4EB4A108FE139601CE5B,新石器时代大汶口文化红陶壶
0A764E319F964FC683D95489A9646E1D,新石器时代后李文化夹砂釜陶片（资料）
0A8CCE63693642CF9FB3F12D6C35416F,新石器时代大汶口文化红陶背壶
0A9668A343E84A1798BDE08290CC6496,新石器时代龙山文化黑陶碗
0A987CA5B95C47468379E0F421A26D70,新石器时代龙山文化黑灰陶器
0AA0F3F1420F49608A1BFBC28F05DF40,新石器时代大汶口文化灰陶纺轮
0AABECCECA8C4DB18EF413C229CA8C27,新石器时代龙山文化红陶鼎
0ABB6EA8FE2C4CC6A296B5E1BAD6C8E0,新石器时代大汶口文化灰褐陶纺轮
0AC426F2755E4E17979C8E7051EAFA44,新石器时代大汶口文化白陶壶
0ADB92FA5D534DDF9AEDDC86B384FF22,新石器时代龙山文化黑陶盒
0AECEE2B09844BF7B7BBD159A4DD471E,新石器时代大汶口文化红陶壶
0AFE2866733341D8803BE19D621AA3E2,新石器时代大汶口文化夹砂红褐陶鼎
0B0D19FECA4642C592AC7A37C40C8200,新石器时代龙山文化夹砂褐陶鼎
0B126E6164EC4A72895512DB3B54AF8F,新石器时代大汶口文化夹砂灰陶盆（残）
0B2175BA9D5B47539AF73E96B686DFD3,新石器时代大汶口文化灰陶环
0B28D32CC411485B9D1AD20EF17FDEA9,新石器时代大汶口文化陶纺轮
0B6AAA778F654B1C9A11D284E875959E,新石器时代红陶鬶（残）
0B6BFC6ED84647F78C04518F58384B9F,新石器时代大汶口文化夹砂红褐陶筒形杯
0B7F4D766B664450BFD3F0D46E35BA94,新石器时代大汶口文化黑陶鼎
0B8E8BB682FA48698A8D4887551A0299,新石器时代大汶口文化红陶壶
0B97C1BF1CB14D1F88DE1D8BEB435DD9,新石器时代大汶口文化黑衣褐陶器盖
0B9864CD3D254DC89F0E6895737F42F7,新石器时代龙山文化黑陶觚
0B9ACC7A784E4FA3B8D9616D880256E5,新石器时代大汶口文化红褐陶杯
0BA5C17C03A0460D8368153B40EAD9FB,新石器时代龙山文化黑陶豆
0BA5D753E75A498494D8C37CD24FD5F9,新石器时代大汶口文化红褐陶高柄杯
0BA79829B50C4DF0B055F5131F4FE92B,新石器时代龙山文化黑陶盆
0BB16EAA45F141EFADDE6DFCB875E513,新石器时代大汶口文化彩陶壶
0BB688C0ECE4451E8267191335BB9DB7,新石器时代大汶口文化褐陶二系背壶
0BE9BC9D3FA84569A4FA933F8B805F6F,新石器时代大汶口文化灰陶罐
0C00DEC24B7E4C0FA570D29B63379A33,新石器时代龙山文化陶器盖
0C0E17313AE5413D94EBD678DFA85A3F,新石器时代大汶口文化红陶高柄杯
0C11BEB637184C0CA139660FE342BD90,新石器时代龙山文化黑陶碗
0C143EE6F36041B488218E0410874186,新石器时代大汶口文化夹砂红褐陶罐
0C1D1E0DA1424A318CA9DC8A4139FBBD,新石器时代龙山文化单耳陶杯
0C2C742DCC934754AAF32D63BB7B74C0,新石器时代大汶口文化灰陶高柄杯
0C3A340B8DAF44F59701B2005E272F21,新石器时代龙山文化黑陶鼎
0C3C462BACD44863A5DDFC90ECCBCFC5,新石器时代大汶口文化彩陶壶
0C3D7EC9DCFB45EDB82577179F758119,新石器时代龙山文化黑陶器盖
0C4E17462A614F3799750FA6A8979386,新石器时代白陶鬶
0C596E4958294814A91C0EEA90104AB5,新石器时代大汶口文化肚饰瓶
0C60D4D4256B4C428B31C7BD6E471C06,新石器时代龙山文化蛋壳陶杯
0C81E33C7F344DFC9327F3B7CF8A1D30,新石器时代红褐陶罐形鼎
0C8474FB98EF4C9CAB77B4E95006A3F9,新石器时代龙山文化灰陶大口尊
0C8BE15EF5884052AF8DCAA3B45DFB2F,新石器时代大汶口文化灰陶筒形杯
0CD62181845C4BB4AD43535B5F32E6E5,新石器时代大汶口文化红陶罐
0D1290577CBE429ABE2F487A0A045C68,新石器时代大汶口文化红陶三足器
0D39A2075D8946F482331454E17B4143,新石器时代大汶口文化红陶折腹鼎
0D47A2A25C9144FFA8F6F571CF9562F7,新石器时代黑陶单耳杯
0D5EFF6837A34A73987DCADAF2CA50D3,新石器时代大汶口文化黑衣褐陶圈足杯
0D7C4471EEFC42529B13849C331385B0,新石器时代大汶口文化灰陶高柄杯
0D954CE8EF6240FDACD0CCF4460537F8,新石器时代龙山文化灰褐陶盒盖
0DA64DFBAFBC41438E3235175791E628,新石器时代龙山文化黑蛋壳陶杯
0DD78C1D120E4D87BD93695A0D284ABF,新石器时代大汶口文化灰陶环
0DE3585707C04756A2BE3A079D293306,新石器时代龙山文化黑陶大盘盖豆
0DF6D45DB3CB43009BBA1D9D62ABFC35,新石器时代大汶口文化夹砂红陶鼎
0E0DFB942F7A45E697909B5AAAC97D3C,新石器时代大汶口文化灰陶环
0E11C707306047EC83D77EB5996FF87F,新石器时代大汶口文化泥质彩陶钵
0E2E0948BAF2440EBE6FC06D0A646885,新石器时代大汶口文化泥质黑陶高足杯
0E5721F78D9B43FF96DD21CB61841A34,新石器时代龙山文化陶盆
0E6E941BA2814F0E8986D4D519255B9D,新石器时代大汶口文化黑陶高柄盖杯
0EAEB9C49B464508BF1C823067B1C046,新石器时代大汶口文化夹砂灰褐陶器盖
0EC1CD8B7A364107A8AAB9D71B95CFC9,新石器时代大汶口文化灰陶高柄杯
0ED1BF16F6D84615BF84030EA9C9D8C8,新石器时代大汶口文化灰陶环
0ED3F072BDED493C852E350BE7C8C51E,新石器时代大汶口文化夹砂红褐陶鼎
0EE12C17516E4E37BEB516E1526C1243,新石器时代龙山文化陶拍
0EF7C484F1CD4D6CB3CAE0ADACAD72E9,新石器时代褐陶鼎
0EFCBECE5F9140F8ACF91758E939D393,新石器时代大汶口文化红陶罐
0F07480A23F44826A86B024708B007CF,新石器时代大汶口文化灰陶镂孔高柄杯
0F19475B3C774717BEAC03ACB2CD9F47,新石器时代龙山文化带盖黑陶壶
0F1A2A824B414074821684E7C0C7D1CD,新石器时代龙山文化黄褐陶器盖（残）
0F1C2D9124B84F098FC2905E6DACCFA9,新石器时代龙山文化觯形黑陶壶
0F1CE998CD7540E6B84F6BC43691D104,新石器时代龙山文化竹节筒陶杯
0F3D40FB36174A2195F214FB94DB3139,新石器时代龙山文化褐陶鼎
0F59A526EC35492B96CD990613621F81,新石器时代龙山文化陶纺轮
0F5B3F6E21194DA388EBE2D70EFE554E,新石器时代大汶口文化灰陶高柄杯
0F5DAD565B96438CA14E44FC72B60A27,新石器时代大汶口文化鸟喙四足黑陶瓶
0F85E2162E654CCDBBF6FE8D892A786D,新石器时代大汶口文化红陶豆
0F8DC3C6080F4B1A9839BEF207BCEFB6,新石器时代大汶口文化陶豆盘
0FC821DADEA04DCCB2B2860CE0775FA2,新石器时代大汶口文化夹砂红褐陶鼎
0FD46CC0B3D84E6DA7359B999A8D03ED,新石器时代大汶口文化灰陶瓶
0FE8A01FEEFC4B6CB7FB780BB4C1C5CD,新石器时代大汶口文化彩绘红陶双耳壶
0FF15D85DEE4496C935EA878318BA2D5,环状兽形鬶
0a239ad32adb4fb9b18b90444774f79a,新石器时代单耳黑陶杯
0b59fc3b6a5d421b90af5db56513924d,新石器时代龙山文化夹砂黑陶器盖
0b8912a684264517bd8e0661cb3a55e7,新石器时代龙山文化黑陶纺轮
0c5a74a41a174a86949d3b6a3887df59,新石器时代龙山文化黑陶鼎
0c6b4e86258f4215843a3ff945941d3b,新石器时代龙山文化泥质黑陶蛋壳镂孔高柄杯
0c6ff739f0d546afb8b95bb9f6801cdd,新石器时代大汶口文化黑陶壶
0ceaa245805f4facafc8573af217afcc,新石器时代龙山文化黑褐陶双横系小罐
